Age Group,Birth Date,Code,Countries,Country,Country Code,Disciplines,Events,Function,Gender,Name,Age,Number of Female Athletes,Number of Male Athletes
18-24,10-Aug-00,1943586,United States,United States,USA,Football,Women,Athlete,Female,SMITH Sophia,24,1,0
18-24,28-Nov-00,1943576,United States,United States,USA,Football,Women,Athlete,Female,NIGHSWONGER Jenna,24,1,0
18-24,14-Mar-01,4665325,United States,United States,USA,Football,Women,Athlete,Female,BETHUNE Croix,23,1,0
18-24,20-May-02,1943580,United States,United States,USA,Football,Women,Athlete,Female,RODMAN Trinity,22,1,0
18-24,13-Oct-03,1943542,United States,United States,USA,Football,Women,Athlete,Female,ALBERT Korbin,21,1,0
18-24,20-Nov-04,1943585,United States,United States,USA,Football,Women,Athlete,Female,SHAW Jaedyn,20,1,0
36-40,14-Jan-86,1928566,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,NACHULA Racheal,38,1,0
31-35,21-Sep-92,1926040,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,MUPOPO Kabange,32,1,0
25-30,11-Oct-94,1926018,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,ZULU Misozi,30,1,0
25-30,11-Jun-97,1926015,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,CHANDA Grace,27,1,0
25-30,30-Jul-97,1925995,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,CHITUNDU Avell,27,1,0
25-30,22-Sep-97,1977623,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,WILOMBE Mary,27,1,0
25-30,20-Feb-98,1977147,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,MUSONDA Catherine,26,1,0
25-30,08-Mar-98,1926046,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,TEMBO Martha,26,1,0
25-30,08-May-98,1974724,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,CHILESHE Rhoda,26,1,0
25-30,19-Jun-98,1926035,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,CHANDA Hellen,26,1,0
25-30,26-Jun-98,1926050,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,MUSOLE Ngambo,26,1,0
25-30,08-Jun-99,1976010,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,CHILUFYA Prisca,25,1,0
18-24,20-Mar-00,1925999,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,BANDA Barbra,24,1,0
18-24,03-Jun-00,1926054,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,KUNDANANJI Racheal,24,1,0
18-24,16-Nov-00,1973939,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,MUCHINGA Esther,24,1,0
18-24,28-Mar-01,1926043,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,MWEEMBA Lushomo,23,1,0
18-24,01-Jul-01,1976014,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,LUBANDJI Ochumba,23,1,0
18-24,05-Sep-02,1973934,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,BANDA Diana,22,1,0
18-24,08-Aug-04,1975988,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,SIAMFUKO Esther,20,1,0
18-24,03-Oct-04,1926052,Zambia,Zambia,ZAM,Football,Women,Athlete,Female,ZULU Pauline,20,1,0
25-30,27-May-96,1941774,Australia,Australia,AUS,Golf,Women's Individual Stroke Play,Athlete,Female,LEE Minjee,28,1,0
25-30,20-Dec-96,1941772,Australia,Australia,AUS,Golf,Women's Individual Stroke Play,Athlete,Female,GREEN Hannah,28,1,0
31-35,15-Apr-92,1572435,Austria,Austria,AUT,Golf,Women's Individual Stroke Play,Athlete,Female,SCHOBER Sarah,32,1,0
18-24,10-Apr-00,1572437,Austria,Austria,AUT,Golf,Women's Individual Stroke Play,Athlete,Female,SPITZ Emma,24,1,0
31-35,12-Dec-91,1903184,Belgium,Belgium,BEL,Golf,Women's Individual Stroke Play,Athlete,Female,de ROEY Manon,33,1,0
40-45,07-Mar-81,1966409,Canada,Canada,CAN,Golf,Women's Individual Stroke Play,Athlete,Female,SHARP Alena,43,1,0
25-30,10-Sep-97,1966405,Canada,Canada,CAN,Golf,Women's Individual Stroke Play,Athlete,Female,HENDERSON Brooke M,27,1,0
25-30,25-Feb-96,1913218,China,China,CHN,Golf,Women's Individual Stroke Play,Athlete,Female,LIN Xiyu Janet,28,1,0
18-24,28-Sep-02,1913224,China,China,CHN,Golf,Women's Individual Stroke Play,Athlete,Female,YIN Ruoning,22,1,0
25-30,15-Dec-94,1956890,Czechia,Czechia,CZE,Golf,Women's Individual Stroke Play,Athlete,Female,DAVIDSON SPILKOVA Klara,30,1,0
25-30,02-Jul-99,1956891,Czechia,Czechia,CZE,Golf,Women's Individual Stroke Play,Athlete,Female,KOUSKOVA Sara,25,1,0
25-30,23-Oct-94,1889035,Denmark,Denmark,DEN,Golf,Women's Individual Stroke Play,Athlete,Female,KOERSTZ MADSEN Nanna,30,1,0
25-30,07-Mar-96,1889033,Denmark,Denmark,DEN,Golf,Women's Individual Stroke Play,Athlete,Female,PEDERSEN Emily K,28,1,0
36-40,19-Nov-87,1898577,Spain,Spain,ESP,Golf,Women's Individual Stroke Play,Athlete,Female,MUNOZ Azahara,37,1,0
31-35,01-Jun-90,1898562,Spain,Spain,ESP,Golf,Women's Individual Stroke Play,Athlete,Female,CIGANDA Carlota,34,1,0
40-45,03-Jul-80,1905110,Finland,Finland,FIN,Golf,Women's Individual Stroke Play,Athlete,Female,WIKSTROM Ursula,44,1,0
31-35,30-Oct-90,1905103,Finland,Finland,FIN,Golf,Women's Individual Stroke Play,Athlete,Female,KOMULAINEN Noora,34,1,0
31-35,10-Nov-93,1912051,France,France,FRA,Golf,Women's Individual Stroke Play,Athlete,Female,BOUTIER Celine,31,1,0
25-30,05-Apr-94,1912052,France,France,FRA,Golf,Women's Individual Stroke Play,Athlete,Female,DELACOUR Perrine,30,1,0
25-30,20-Mar-96,1898173,Great Britain,Great Britain,GBR,Golf,Women's Individual Stroke Play,Athlete,Female,HULL Charley,28,1,0
25-30,12-Apr-96,1898170,Great Britain,Great Britain,GBR,Golf,Women's Individual Stroke Play,Athlete,Female,HALL Georgia,28,1,0
25-30,14-Jan-99,1892506,Germany,Germany,GER,Golf,Women's Individual Stroke Play,Athlete,Female,HENSELEIT Esther,25,1,0
25-30,27-Nov-99,1892505,Germany,Germany,GER,Golf,Women's Individual Stroke Play,Athlete,Female,FORSTERLING Alexandra,25,1,0
25-30,30-Jul-99,1903730,Italy,Italy,ITA,Golf,Women's Individual Stroke Play,Athlete,Female,FANALI Alessandra,25,1,0
18-24,20-Jun-01,1961414,Japan,Japan,JPN,Golf,Women's Individual Stroke Play,Athlete,Female,SASO Yuka,23,1,0
18-24,02-Aug-01,1961403,Japan,Japan,JPN,Golf,Women's Individual Stroke Play,Athlete,Female,YAMASHITA Miyu,23,1,0
31-35,28-Jul-89,1932027,Korea,Korea,KOR,Golf,Women's Individual Stroke Play,Athlete,Female,YANG Amy,35,1,0
25-30,07-Jul-95,1572185,Korea,Korea,KOR,Golf,Women's Individual Stroke Play,Athlete,Female,KO Jin Young,29,1,0
25-30,14-Jul-95,1572180,Korea,Korea,KOR,Golf,Women's Individual Stroke Play,Athlete,Female,KIM Hyo Joo,29,1,0
25-30,30-Oct-97,1552403,Morocco,Morocco,MAR,Golf,Women's Individual Stroke Play,Athlete,Female,LAKLALECH Ines,27,1,0
18-24,18-Mar-00,1556793,Malaysia,Malaysia,MAS,Golf,Women's Individual Stroke Play,Athlete,Female,LAU Ashley,24,1,0
31-35,09-Nov-93,1555792,Mexico,Mexico,MEX,Golf,Women's Individual Stroke Play,Athlete,Female,LOPEZ Gaby,31,1,0
25-30,25-Mar-98,1557503,Mexico,Mexico,MEX,Golf,Women's Individual Stroke Play,Athlete,Female,FASSI Maria,26,1,0
25-30,02-Oct-95,1973385,Netherlands,Netherlands,NED,Golf,Women's Individual Stroke Play,Athlete,Female,van DAM Anne,29,1,0
25-30,05-Aug-98,1878425,Norway,Norway,NOR,Golf,Women's Individual Stroke Play,Athlete,Female,BORGE Celine,26,1,0
18-24,09-Dec-00,1878424,Norway,Norway,NOR,Golf,Women's Individual Stroke Play,Athlete,Female,STAVNAR Madelene,24,1,0
25-30,24-Apr-97,1939553,New Zealand,New Zealand,NZL,Golf,Women's Individual Stroke Play,Athlete,Female,KO Lydia,27,1,0
31-35,02-Dec-93,3054982,Philippines,Philippines,PHI,Golf,Women's Individual Stroke Play,Athlete,Female,ARDINA Dottie,31,1,0
25-30,28-Oct-97,1978663,Philippines,Philippines,PHI,Golf,Women's Individual Stroke Play,Athlete,Female,PAGDANGANAN Bianca,27,1,0
31-35,11-May-89,1897782,South Africa,South Africa,RSA,Golf,Women's Individual Stroke Play,Athlete,Female,BUHAI Ashleigh,35,1,0
31-35,03-May-90,1897783,South Africa,South Africa,RSA,Golf,Women's Individual Stroke Play,Athlete,Female,RETO Paula,34,1,0
18-24,09-Apr-04,1926304,Singapore,Singapore,SGP,Golf,Women's Individual Stroke Play,Athlete,Female,TAN Shannon,20,1,0
25-30,28-Jan-97,1980827,Slovenia,Slovenia,SLO,Golf,Women's Individual Stroke Play,Athlete,Female,BELAC Ana,27,1,0
18-24,02-Jan-04,1981485,Slovenia,Slovenia,SLO,Golf,Women's Individual Stroke Play,Athlete,Female,BABNIK Pia,20,1,0
25-30,18-Mar-97,1977750,Switzerland,Switzerland,SUI,Golf,Women's Individual Stroke Play,Athlete,Female,METRAUX Morgane,27,1,0
25-30,17-Dec-97,1977891,Switzerland,Switzerland,SUI,Golf,Women's Individual Stroke Play,Athlete,Female,VALENZUELA Albane,27,1,0
25-30,20-Jun-99,1880184,Sweden,Sweden,SWE,Golf,Women's Individual Stroke Play,Athlete,Female,GRANT Linn,25,1,0
25-30,10-Dec-99,1880266,Sweden,Sweden,SWE,Golf,Women's Individual Stroke Play,Athlete,Female,STARK Maja,25,1,0
25-30,11-Oct-99,1945777,Thailand,Thailand,THA,Golf,Women's Individual Stroke Play,Athlete,Female,TAVATANAKIT Patty,25,1,0
18-24,20-Feb-03,1945701,Thailand,Thailand,THA,Golf,Women's Individual Stroke Play,Athlete,Female,THITIKUL Atthaya,21,1,0
31-35,22-Oct-90,1909186,Chinese Taipei,Chinese Taipei,TPE,Golf,Women's Individual Stroke Play,Athlete,Female,CHIEN Pei-Yun,34,1,0
25-30,20-Oct-94,1909175,Chinese Taipei,Chinese Taipei,TPE,Golf,Women's Individual Stroke Play,Athlete,Female,HSU Wei-Ling,30,1,0
25-30,14-Oct-97,1951729,United States,United States,USA,Golf,Women's Individual Stroke Play,Athlete,Female,VU Lilia,27,1,0
25-30,28-Jul-98,1951716,United States,United States,USA,Golf,Women's Individual Stroke Play,Athlete,Female,KORDA Nelly,26,1,0
18-24,24-May-03,1951733,United States,United States,USA,Golf,Women's Individual Stroke Play,Athlete,Female,ZHANG Rose,21,1,0
36-40,25-Dec-86,1908152,Angola,Angola,ANG,Handball,Women,Athlete,Female,SANTOS Natalia,38,1,0
31-35,14-Jun-90,1907868,Angola,Angola,ANG,Handball,Women,Athlete,Female,CARLOS Azenaide,34,1,0
25-30,06-Nov-94,1906704,Angola,Angola,ANG,Handball,Women,Athlete,Female,MACHADO Juliana,30,1,0
25-30,10-Feb-95,1905747,Angola,Angola,ANG,Handball,Women,Athlete,Female,ALBERTO Marta,29,1,0
25-30,12-Jun-96,1907972,Angola,Angola,ANG,Handball,Women,Athlete,Female,KASSOMA Albertina,28,1,0
25-30,12-Sep-96,1906584,Angola,Angola,ANG,Handball,Women,Athlete,Female,NENGANGA Vilma,28,1,0
25-30,03-Jun-97,1906110,Angola,Angola,ANG,Handball,Women,Athlete,Female,QUIZELETE Marilia,27,1,0
25-30,24-Jan-98,1908136,Angola,Angola,ANG,Handball,Women,Athlete,Female,PAULO Helena,26,1,0
25-30,25-Dec-98,1907753,Angola,Angola,ANG,Handball,Women,Athlete,Female,FONSECA Natalia,26,1,0
25-30,09-Mar-99,1906099,Angola,Angola,ANG,Handball,Women,Athlete,Female,PAULO Eliane,25,1,0
18-24,24-Sep-00,1906349,Angola,Angola,ANG,Handball,Women,Athlete,Female,GABRIEL Chelcia,24,1,0
18-24,20-Oct-02,1907946,Angola,Angola,ANG,Handball,Women,Athlete,Female,PASCOAL Stelvia,22,1,0
18-24,01-Apr-03,1906365,Angola,Angola,ANG,Handball,Women,Athlete,Female,ROSARIO Dolores,21,1,0
18-24,16-Nov-04,1906379,Angola,Angola,ANG,Handball,Women,Athlete,Female,MARIO Liliane,20,1,0
36-40,08-Nov-88,1561269,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,MATIELI Patricia,36,1,0
31-35,29-Oct-90,1561237,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,CARDOSO Adriana,34,1,0
31-35,17-Apr-91,1561253,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,QUINTINO Jessica,33,1,0
31-35,07-Oct-91,1561274,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,VIEIRA Samara,33,1,0
31-35,01-Jul-92,1561257,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,ARAUJO Larissa,32,1,0
25-30,16-May-94,1561276,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,ARAUJO FROSSARD Tamires,30,1,0
25-30,08-Jul-94,1561249,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,MORESCHI Gabriela,30,1,0
25-30,24-Jul-95,1561250,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,GUARIEIRO Giulia,29,1,0
25-30,04-Jan-96,1561264,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,FERNANDES Mariane,28,1,0
25-30,15-Jul-96,1561239,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,BOLZAN Ana Claudia,28,1,0
25-30,26-Sep-96,1561243,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,de PAULA Bruna,28,1,0
25-30,18-Feb-99,1561272,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,de ARRUDA Renata,25,1,0
25-30,01-Apr-99,1561248,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,BITOLO Gabriela,25,1,0
18-24,07-Jan-00,1561261,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,AROUNIAN Marcela,24,1,0
18-24,28-Jul-00,1561255,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,LOPES Jhennifer,24,1,0
18-24,25-Jan-04,1561256,Brazil,Brazil,BRA,Handball,Women,Athlete,Female,ROSA Kelly,20,1,0
31-35,18-Oct-89,1895245,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,TOFT Sandra,35,1,0
31-35,10-Apr-90,1895210,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,AABERG IVERSEN Sarah,34,1,0
31-35,17-Oct-91,1895214,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,OESTERGAARD Trine,33,1,0
31-35,26-Mar-92,1895232,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,HEINDAHL Kathrine,32,1,0
31-35,17-Oct-92,1895187,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,VINTER BURGAARD Louise,32,1,0
31-35,18-May-93,1895226,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,IVERSEN Rikke,31,1,0
25-30,25-Aug-94,1895159,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,HANSEN Anne Mette,30,1,0
25-30,11-Nov-94,1895250,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,HAUGSTED Line,30,1,0
25-30,01-Jan-96,1895168,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,TRANBORG Mette,28,1,0
25-30,01-Sep-96,1895246,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,REINHARDT Althea,28,1,0
25-30,24-Oct-97,1895213,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,HOEJLUND Mie,27,1,0
25-30,17-Jan-98,1895224,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,JOERGENSEN Kristina,26,1,0
25-30,01-Mar-98,1895215,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,ELVER Helena,26,1,0
25-30,31-Oct-99,1895152,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,FRIIS Emma,25,1,0
18-24,16-Feb-00,1895166,Denmark,Denmark,DEN,Handball,Women,Athlete,Female,MOELLER Michala,24,1,0
36-40,05-May-86,1948183,Spain,Spain,ESP,Handball,Women,Athlete,Female,CABRAL Alexandrina,38,1,0
36-40,21-Jul-88,1948186,Spain,Spain,ESP,Handball,Women,Athlete,Female,CASTELLANOS Mercedes,36,1,0
31-35,04-Feb-90,1948201,Spain,Spain,ESP,Handball,Women,Athlete,Female,LOPEZ Marta,34,1,0
31-35,11-Jul-90,1948177,Spain,Spain,ESP,Handball,Women,Athlete,Female,ARDERIUS Silvia Eugenia,34,1,0
31-35,18-Jul-91,1948194,Spain,Spain,ESP,Handball,Women,Athlete,Female,GONZALEZ Mireya,33,1,0
31-35,22-Feb-92,1948196,Spain,Spain,ESP,Handball,Women,Athlete,Female,GONZALEZ Lara,32,1,0
31-35,21-Dec-92,1948190,Spain,Spain,ESP,Handball,Women,Athlete,Female,FERNANDEZ Alicia,32,1,0
25-30,20-Feb-95,1948198,Spain,Spain,ESP,Handball,Women,Athlete,Female,GUTIERREZ Jennifer Maria,29,1,0
25-30,10-Jul-95,1948184,Spain,Spain,ESP,Handball,Women,Athlete,Female,CAMPOS Carmen,29,1,0
25-30,15-Jan-97,1948189,Spain,Spain,ESP,Handball,Women,Athlete,Female,ECHEVERRIA Maitane,27,1,0
25-30,16-Aug-97,1948192,Spain,Spain,ESP,Handball,Women,Athlete,Female,GASSAMA Kaba,27,1,0
25-30,03-Oct-97,1948208,Spain,Spain,ESP,Handball,Women,Athlete,Female,PRIETO Maria,27,1,0
18-24,09-Aug-00,1948218,Spain,Spain,ESP,Handball,Women,Athlete,Female,WIGGINS Nicole,24,1,0
18-24,20-Dec-01,1948214,Spain,Spain,ESP,Handball,Women,Athlete,Female,TCHAPTCHET Lysa,23,1,0
18-24,21-Dec-01,1948176,Spain,Spain,ESP,Handball,Women,Athlete,Female,ARCOS Paula,23,1,0
31-35,01-Jul-89,1879826,France,France,FRA,Handball,Women,Athlete,Female,DARLEUX MINGAM Cleopatre,35,1,0
31-35,11-Aug-91,1879846,France,France,FRA,Handball,Women,Athlete,Female,NZE MINKO Estelle,33,1,0
31-35,01-Sep-92,1879842,France,France,FRA,Handball,Women,Athlete,Female,LASSOURCE Coralie,32,1,0
31-35,07-Jul-93,1879856,France,France,FRA,Handball,Women,Athlete,Female,ZAADI DEUNA Grace,31,1,0
31-35,20-Aug-93,1879834,France,France,FRA,Handball,Women,Athlete,Female,GLAUSER Laura,31,1,0
25-30,13-Dec-94,1879830,France,France,FRA,Handball,Women,Athlete,Female,FLIPPES Laura,30,1,0
25-30,19-Apr-95,1879854,France,France,FRA,Handball,Women,Athlete,Female,VALENTINI Chloe,29,1,0
25-30,21-Oct-95,1879851,France,France,FRA,Handball,Women,Athlete,Female,SAKO Hatadou,29,1,0
25-30,05-Nov-95,1893824,France,France,FRA,Handball,Women,Athlete,Female,HORACEK Tamara,29,1,0
25-30,14-Apr-96,1879847,France,France,FRA,Handball,Women,Athlete,Female,ONDONO Onacia,28,1,0
25-30,03-May-96,1879853,France,France,FRA,Handball,Women,Athlete,Female,TOUBLANC Alicia,28,1,0
25-30,16-Jun-97,1879839,France,France,FRA,Handball,Women,Athlete,Female,KANOR Orlane,27,1,0
25-30,25-Feb-98,1879845,France,France,FRA,Handball,Women,Athlete,Female,NOCANDY Meline,26,1,0
25-30,11-Jun-99,1879836,France,France,FRA,Handball,Women,Athlete,Female,GRANIER Lucie,25,1,0
18-24,22-Dec-00,1879831,France,France,FRA,Handball,Women,Athlete,Female,FOPPA Pauletta,24,1,0
18-24,27-Aug-02,1946320,France,France,FRA,Handball,Women,Athlete,Female,BOUKTIT Sarah,22,1,0
18-24,21-Jan-03,1879835,France,France,FRA,Handball,Women,Athlete,Female,GRANDVEAU Lena,21,1,0
36-40,03-Oct-88,1899179,Germany,Germany,GER,Handball,Women,Athlete,Female,DOELL Antje,36,1,0
31-35,28-Mar-93,1899176,Germany,Germany,GER,Handball,Women,Athlete,Female,BEHNKE Julia,31,1,0
31-35,19-Jul-93,1899180,Germany,Germany,GER,Handball,Women,Athlete,Female,SCHMELZER Meike,31,1,0
25-30,22-Apr-94,1899173,Germany,Germany,GER,Handball,Women,Athlete,Female,SMITS Xenia,30,1,0
25-30,11-Feb-95,1899257,Germany,Germany,GER,Handball,Women,Athlete,Female,STOCKSCHLAEDER Johanna Maria,29,1,0
25-30,20-Jan-96,1899229,Germany,Germany,GER,Handball,Women,Athlete,Female,BEHREND Jenny,28,1,0
25-30,12-Apr-96,1899204,Germany,Germany,GER,Handball,Women,Athlete,Female,GRIJSEELS Alina,28,1,0
25-30,13-Mar-98,1899200,Germany,Germany,GER,Handball,Women,Athlete,Female,MAIDHOF Julia,26,1,0
25-30,26-Apr-98,1899177,Germany,Germany,GER,Handball,Women,Athlete,Female,BOELK Emily,26,1,0
25-30,04-Feb-99,1899196,Germany,Germany,GER,Handball,Women,Athlete,Female,FILTER Katharina,25,1,0
25-30,07-Dec-99,1899199,Germany,Germany,GER,Handball,Women,Athlete,Female,LOTT Annika,25,1,0
25-30,16-Dec-99,1899201,Germany,Germany,GER,Handball,Women,Athlete,Female,WACHTER Sarah,25,1,0
18-24,21-Jun-00,1899225,Germany,Germany,GER,Handball,Women,Athlete,Female,ANTL Lisa,24,1,0
18-24,15-Jun-04,1899241,Germany,Germany,GER,Handball,Women,Athlete,Female,LEUCHTER Viola,20,1,0
31-35,06-Nov-91,1933348,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,JANURIK Kinga,33,1,0
31-35,31-Mar-92,1933327,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,DEBRECZENI-KLIVINYI Kinga,32,1,0
31-35,19-Nov-93,1932959,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,SZOLLOSI-SCHATZL Nadine,31,1,0
25-30,02-Jun-94,1933352,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,SZEMEREY Zsofi,30,1,0
25-30,22-Sep-94,1932941,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,BOEDE BIRO Blanka,30,1,0
25-30,31-Oct-95,1933094,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,GYORI-LUKACS Viktoria,29,1,0
25-30,23-Jul-96,1933287,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,PAPP Nikoletta,28,1,0
25-30,26-Aug-97,1932950,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,BORDAS Reka,27,1,0
25-30,15-Mar-99,1933307,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,FUEZI TOVIZI Petra Anita,25,1,0
25-30,02-Apr-99,1933313,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,PASZTOR Noemi,25,1,0
25-30,21-Apr-99,1933340,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,KLUJBER Katrin,25,1,0
25-30,03-Oct-99,1932963,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,MARTON Greta,25,1,0
18-24,26-Jan-00,1932956,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,KUCZORA Csenge,24,1,0
18-24,24-Apr-00,1933356,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,KACSOR Greta,24,1,0
18-24,14-Sep-00,1933320,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,VAMOS Petra,24,1,0
18-24,02-Dec-01,1932947,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,ALBEK Anna,23,1,0
18-24,12-Nov-04,1932969,Hungary,Hungary,HUN,Handball,Women,Athlete,Female,SIMON Petra,20,1,0
31-35,24-Feb-90,1927654,Korea,Korea,KOR,Handball,Women,Athlete,Female,RYU Eun Hee,34,1,0
31-35,13-Aug-93,1927619,Korea,Korea,KOR,Handball,Women,Athlete,Female,HAN Miseul,31,1,0
31-35,09-Sep-93,1927657,Korea,Korea,KOR,Handball,Women,Athlete,Female,SHIN Eunjoo,31,1,0
25-30,11-Aug-94,1927652,Korea,Korea,KOR,Handball,Women,Athlete,Female,PARK Saeyoung,30,1,0
25-30,17-Apr-96,1927629,Korea,Korea,KOR,Handball,Women,Athlete,Female,KANG Eunhye,28,1,0
25-30,05-May-96,1927663,Korea,Korea,KOR,Handball,Women,Athlete,Female,SONG Jiyoung,28,1,0
25-30,16-Sep-96,1927633,Korea,Korea,KOR,Handball,Women,Athlete,Female,KIM Dayoung,28,1,0
25-30,08-Nov-96,1927632,Korea,Korea,KOR,Handball,Women,Athlete,Female,KANG Kyungmin,28,1,0
25-30,08-Dec-97,1927616,Korea,Korea,KOR,Handball,Women,Athlete,Female,GIM Boeun,27,1,0
25-30,23-Jun-98,1927658,Korea,Korea,KOR,Handball,Women,Athlete,Female,SHIN Jinmi,26,1,0
25-30,04-Mar-99,1927630,Korea,Korea,KOR,Handball,Women,Athlete,Female,KANG Eunseo,25,1,0
25-30,24-Mar-99,1927623,Korea,Korea,KOR,Handball,Women,Athlete,Female,JEONG Jinhui,25,1,0
18-24,23-Oct-01,1927665,Korea,Korea,KOR,Handball,Women,Athlete,Female,WOO Bitna,23,1,0
18-24,02-May-03,1927621,Korea,Korea,KOR,Handball,Women,Athlete,Female,JEON Jiyeon,21,1,0
31-35,27-Jun-90,1970265,Netherlands,Netherlands,NED,Handball,Women,Athlete,Female,van der HEIJDEN Laura,34,1,0
31-35,05-Aug-92,1970269,Netherlands,Netherlands,NED,Handball,Women,Athlete,Female,POLMAN Estavana,32,1,0
31-35,13-Aug-92,1970291,Netherlands,Netherlands,NED,Handball,Women,Athlete,Female,ABBINGH Lois,32,1,0
31-35,31-Jan-93,1970266,Netherlands,Netherlands,NED,Handball,Women,Athlete,Female,MALESTEIN Angela,31,1,0
25-30,21-Mar-94,1970264,Netherlands,Netherlands,NED,Handball,Women,Athlete,Female,DULFER Kelly,30,1,0
25-30,29-Apr-96,1970262,Netherlands,Netherlands,NED,Handball,Women,Athlete,Female,HAGGERTY Tamara,28,1,0
25-30,06-Aug-97,1970267,Netherlands,Netherlands,NED,Handball,Women,Athlete,Female,DUIJNDAM Rinka,27,1,0
25-30,26-Sep-99,1970263,Netherlands,Netherlands,NED,Handball,Women,Athlete,Female,HOUSHEER Dione,25,1,0
25-30,05-Oct-99,1970294,Netherlands,Netherlands,NED,Handball,Women,Athlete,Female,van WETERING Bo,25,1,0
